appid,avg_playtime
1503130,220
1503180,160
1503250,71706
1503410,1092
1503430,227
1503530,360
1503540,1548
1503580,1126
1503590,716
1503630,819
1503670,222
1503750,272
1503820,1227
1503850,11980
1503920,4282
1503930,482
1504020,2495
1504110,458
1504140,128
1504200,212
1504220,817
1504270,385
1504310,137
1504320,1036
1504340,263
1504350,156
1504460,385
1504500,898
1504570,4441
1504610,159
1504740,200
1505010,673
1505230,144
1505380,221
1505390,186
1505400,266
1505420,904
1505430,128
1505450,146
1505460,168
1505470,314
1505500,169
1505540,219
1505560,990
1505700,1481
1505770,300
1505790,159
1505840,939
1505910,599
1505980,586
1506010,433
1506080,313
1506100,159
1506230,478
1506260,1887
1506280,810
1506440,429
1506450,341
1506480,266
1506510,694
1506600,257
1506610,842
1506620,254
1506680,357
1506720,221
1506760,623
1506770,177
1506820,312
1506830,21301
1506970,168
1506980,2608
1507180,217
1507190,601
1507210,1727
1507420,491
1507490,441
1507530,305
1507600,161
1507620,924
1507640,338
1507720,1514
1507740,867
1507780,561
1507790,253
1507850,151
1507860,356
1507890,355
1507930,632
1507950,1429
1507990,197
15080,1125
1508000,544
1508170,476
1508200,309
1508220,291
1508230,205
1508260,17123
1508270,296
1508280,438
1508340,404
1508370,268
1508400,1168
1508430,1888
1508440,344
1508460,779
1508530,309
1508570,457
1508620,181
1508630,2353
1508650,821
1508660,706
1508680,662
1508740,2091
1508750,1134
1508860,385
1508900,510
1508920,198
1508950,5405
1508980,754
1509000,535
1509050,815
1509080,3392
1509090,385
1509220,182
1509230,240
1509350,217
1509360,141
1509400,161
1509510,4320
1509640,177
1509670,141
1509700,1735
1509790,726
1509810,2283
1509840,699
1509960,356
1510,1462
15100,1486
1510030,1862
1510040,271
1510070,1352
1510090,133
1510280,632
1510380,292
1510410,579
1510580,665
1510620,454
1510630,240
1510670,908
1510730,1344
1510800,384
1510860,321
1510890,1054
1510930,188
1510950,438
1511040,1653
1511140,876
1511190,1826
1511240,366
1511270,223
1511310,829
1511400,498
1511450,124
1511460,2990
1511540,274
1511670,1860
1511780,2153
1511830,911
1511850,2057
1511950,1327
15120,2582
1512070,196
1512200,255
1512210,3510
1512240,5561
1512320,194
1512390,318
1512480,1034
1512570,223
1512590,492
1512720,1479
1512790,351
1512860,1456
1512920,907
1512940,281
15130,1517
1513090,265
1513110,423
1513120,1575
1513300,598
1513310,171
1513420,642
1513450,892
1513500,184
1513510,1602
1513530,405
1513580,882
1513640,8013
1513670,589
1513680,367
1513690,243
1513790,340
1513840,147
1513860,509
1513910,244
1514030,684
1514170,172
1514190,182
1514250,613
1514360,21353
1514380,943
1514460,180
1514480,281
1514610,825
1514620,131
1514650,275
1514690,331
1514730,327
1514780,577
1514840,596
1514890,1300
1514930,394
1514950,1000
1515040,201
1515140,243
1515200,567
1515210,256
1515230,1587
1515260,564
1515280,3152
1515320,1407
1515400,665
1515420,811
1515450,402
1515460,2409
1515470,758
1515490,293
1515710,1734
1515730,739
1515740,1076
1515800,218
1515820,432
1515830,857
1515890,1263
1515900,896
1515950,1200
1515970,321
15160,2895
1516050,1727
1516080,477
1516190,531
1516320,312
1516330,765
1516340,123
1516350,3254
1516400,3981
1516440,164
1516450,396
1516490,5100
1516560,304
1516680,1729
1516750,3553
1516820,537
1516900,628
1516950,1660
15170,5926
1517120,707
1517190,135
1517240,285
1517290,5608
1517340,241
1517350,191
1517370,33824
1517470,3209
1517510,346
1517520,440
1517530,406
1517560,160
1517770,234
1517850,804
1517870,254
1517890,766
1517930,808
1517960,503
1517970,1776
1518000,437
1518200,144
1518240,677
1518300,127
1518350,125
1518360,363
1518430,2674
1518610,218
1518630,582
1518690,211
1518770,1511
1518810,1859
1518820,1498
1518890,352
15190,977
1519010,373
1519040,326
1519050,1518
1519060,1581
1519070,2311
1519110,205
1519130,2211
1519140,967
1519310,2805
1519350,12056
1519360,433
1519470,542
1519490,1898
1519550,2210
1519590,1190
1519640,185
1519650,490
1519660,723
1519680,343
1519690,696
1519780,159
1519790,785
1519800,1278
1519820,367
1519890,2097
1519900,197
1519910,377
1520,2355
15200,8905
1520060,1328
1520090,928
1520170,15071
1520250,1822
1520260,159
1520270,2130
1520290,440
1520330,298
1520370,4087
1520380,371
1520390,386
1520460,688
1520570,128
1520610,230
1520640,7608
1520680,1088
1520710,474
1520760,810
1520830,129
1520850,345
1520880,724
1520900,486
15210,9053
1521040,219
1521070,1318
1521110,1244
1521160,568
1521190,254
1521490,433
1521580,2213
1521600,162
1521780,335
1521810,345
1521870,1086
1521900,212
1521920,892
1521930,622
1521960,261
1522040,155
1522080,611
1522140,269
1522230,222
1522280,3049
1522300,745
1522470,633
1522560,159
1522570,182
1522630,452
1522710,256
1522820,2827
1522850,855
1522870,1270
1522930,714
1522950,486
1522960,240
1522970,276
1523010,144
1523100,196
1523170,430
1523220,199
1523260,751
1523350,203
1523360,1180
1523370,290
1523390,8439
1523400,501
1523510,770
1523670,640
1523680,590
1523720,616
1523790,340
1523800,165
1523990,507
15240,8766
1524020,243
1524150,192
1524250,182
1524290,174
1524340,241
1524350,710
1524380,185
1524400,295
1524470,356
1524530,1008
1524550,1043
1524630,1967
1524650,395
1524690,1275
1524750,15328
1524920,428
1524930,204
1525040,190
1525060,221
1525190,430
1525320,533
1525330,539
1525370,822
1525410,1573
1525420,1283
1525460,206
1525600,472
1525620,1247
1525650,238
1525660,966
1525700,1637
1525760,141
1525770,291
1525890,343
1525970,497
1526160,4274
1526180,339
1526190,573
1526230,242
1526260,370
1526330,551
1526350,328
1526380,380
1526490,4587
1526700,324
1526870,341
1526920,252
1526930,1718
15270,474
1527060,1072
1527070,490
1527260,134
1527420,299
1527500,9380
1527510,278
1527520,488
1527620,812
1527640,324
1527780,173
1527830,157
1527880,1874
1527890,3551
1527930,2416
1527950,6558
1527980,209
1528000,320
1528010,3649
1528020,269
1528050,263
1528110,977
1528120,1835
1528130,1079
1528200,864
1528300,159
1528370,892
1528470,1167
1528520,742
1528550,232
1528560,9851
1528580,485
1528770,128
1528810,4025
1528880,354
1528890,6703
1528980,135
1529140,2401
1529160,368
1529220,855
1529240,6100
1529430,156
1529550,246
1529570,37171
1529770,572
1529810,693
1530,1831
15300,2916
1530020,403
1530040,128
1530130,214
1530140,2190
1530160,2970
1530230,135
1530240,233
1530340,10672
1530370,3819
1530440,5707
1530630,220
1530650,4744
1530720,827
1530750,537
1530770,749
1530790,732
1530860,165
1530920,1836
1531000,2528
1531010,247
1531030,337
1531040,1373
1531070,160
1531140,641
1531190,499
1531200,270
1531250,1111
1531290,269
1531490,359
1531540,6823
1531550,2508
1531610,9945
1531620,519
1531720,886
1531730,1101
1531750,267
1531780,198
1531800,251
1531840,322
1531930,293
15320,7129
1532080,541
1532190,17915
1532240,531
1532250,200
1532260,240
1532300,203
1532350,588
1532460,341
1532510,2459
1532520,479
1532680,291
1532690,1201
1532710,854
1532750,408
1532760,2514
1532770,1988
1532780,465
1532800,4745
1532920,4124
1533050,345
1533070,246
1533090,273
1533120,346
1533260,133
1533300,129
1533370,261
1533390,2006
1533410,994
1533420,1700
1533430,154
1533470,403
1533500,223
1533560,2124
1533570,353
1533590,2695
1533680,3072
1533720,191
1533780,190
1533980,169
1534050,470
1534180,668
1534200,8356
1534250,172
1534260,255
1534270,300
1534340,678
1534350,331
1534480,161
1534490,286
1534520,276
1534550,554
1534590,384
1534630,260
1534700,244
1534850,377
1534930,262
1534980,1039
1535100,843
1535190,286
1535200,338
1535270,485
1535290,628
1535490,735
1535500,182
1535550,3279
1535610,3553
1535780,494
1535880,2697
1535910,2585
1536000,301
1536070,2280
1536080,1344
1536210,1248
1536420,2608
1536470,1098
1536600,18730
1536690,356
1536720,204
1536730,439
1536740,424
1536750,463
1536770,2130
1536890,208
15370,12560
1537090,885
1537390,679
1537410,233
1537430,3806
1537470,288
1537480,258
1537600,217
1537740,1899
1537800,692
1537820,375
1537850,159
1537910,5090
1537930,187
1537980,1785
15380,3732
1538090,585
1538240,929
1538270,192
1538340,303
1538350,237
1538460,967
1538570,1989
1538600,162
1538610,256
1538640,160
1538650,624
1538680,251
1538850,357
1538910,407
1538920,810
15390,1019
1539080,143
1539090,127
1539160,276
1539360,456
1539580,13955
1539590,130
1539620,2221
1539640,159
1539750,5311
15400,2069
1540060,1634
1540100,985
1540150,1320
1540220,3499
1540330,944
1540360,915
1540400,6378
1540410,140
1540490,159
1540570,2117
1540650,137
1540700,279
1540910,512
1540920,379
1541280,136
1541400,392
1541420,233
1541530,558
1541590,589
1541790,787
1541850,2287
1542100,160
1542120,192
1542130,481160
1542160,471
1542170,5299
1542280,4633
1542450,214
1542460,3062
1542550,530
1542560,942
1542670,13561
1542710,344
1542760,203
1542790,2690
1542810,1547
1542820,1130
1542850,252
1542860,166
1542970,744
1543030,1914
1543040,331
1543080,3647
1543090,1066
1543100,469
1543120,152
1543150,1161
1543210,281
1543240,761
1543290,483
1543340,538
1543360,1626
1543380,761
1543430,2269
1543460,356
1543470,933
1543520,247
1543590,1516
1543620,1762
1543630,386
1543690,351
1543750,2606
1543830,590
1543980,381
1543990,428
1544000,594
1544020,999
1544080,620
1544090,162
1544140,473
1544150,221
1544360,226
1544430,147
1544460,355
1544480,1587
1544500,385
1544540,283
1544580,315
1544740,131
1544890,1521
1545250,806
1545290,7278
1545340,286
1545350,662
1545360,2021
1545370,3082
1545430,1079
1545450,1558
1545590,461
1545600,481
1545620,699
1545700,654
1545820,408
1545830,1283
1545850,346
1545880,769
1545970,1035
1545990,916
1546010,353
1546100,262
1546190,753
1546210,206
1546320,26854
1546340,1394
1546350,2154
1546360,2035
1546370,1415
1546380,1012
1546400,1019
1546500,1061
1546570,1278
1546640,204
1546710,900
1546750,267
1546770,704
1546790,704
1546830,407
1546860,1257
1546870,1232
1546900,459
1546920,357
1546940,759
1546960,137
1546970,1290
1546990,1382
1547000,1961
1547030,684
1547070,126
1547090,1843
1547110,144
1547150,602
1547160,1549
1547270,842
1547290,882
1547300,3063
1547320,220
1547340,300
1547350,261
1547380,383
1547410,566
1547480,176
1547620,256
1547790,374
1547860,510
1547890,2442
1547930,143
1548010,229
1548050,164
1548110,139
1548130,874
1548190,725
1548280,191
1548350,580
1548400,658
1548430,577
1548540,777
1548590,173
1548600,271
1548620,274
1548630,213
1548750,928
1548800,634
1548820,495
1548830,150
1548910,581
1548930,124
1548940,744
1549000,137
1549030,255
1549060,284
1549140,719
1549160,885
1549180,3720
1549200,618
1549270,385
1549420,573
1549550,452
1549620,136
1549640,401
1549750,281
1549850,984
1549970,3961
15500,509
1550020,7798
1550030,183
1550080,607
1550230,122
1550260,6774
1550270,959
1550280,193
1550380,495
1550430,209
1550450,615
1550510,1095
1550600,1243
1550630,224
1550650,1121
1550680,989
1550710,1403
1550730,716
1550740,613
1550750,1227
1550760,1852
1550810,386
1550840,295
1550870,1620
1550990,175
1551010,205
1551050,159
1551150,233
1551160,2458
1551180,1698
1551220,782
1551230,154
1551280,261
1551330,1138
1551340,785
1551360,7970
1551480,260
1551510,594
1551520,361
1551540,268
1551560,1579
1551570,175
1551620,852
1551760,155
1551770,1365
1551820,1111
1551920,280
1551990,137
15520,473
1552040,289
1552080,1044
1552090,1490
1552130,230
1552220,364
1552240,724
1552310,272
1552350,816
1552400,154
1552430,1602
1552490,371
1552530,298
1552550,2081
1552600,323
1552620,2564
1552630,176
1552680,342
1552730,683
1552740,264
1552760,534
1552790,586
1552810,480
1552960,894
1553080,498
1553120,422
1553170,458
1553200,774
1553230,460
1553320,293
1553400,312
1553480,220
1553530,158
1553580,266
1553650,246
1553690,153
1553740,230
1553840,248
1553880,239
1553890,3970
1553910,863
1553970,145
1554050,283
1554070,699
1554080,321
1554130,7851
1554160,274
1554220,793
1554460,229
1554520,363
1554550,357
1554600,571
1554640,1890
1554660,277
1554700,7848
1554760,477
1554770,181
1554790,14699
1554840,4145
1554960,3240
1554970,845
1555070,135
1555080,129
1555110,466
1555230,348
1555270,166
1555310,669
1555380,5217
1555400,280
1555420,543
1555500,424
1555560,407
1555570,3334
1555580,443
1555590,211
1555650,605
1555770,390
1555950,304
15560,520
1556120,207
1556150,195
1556160,2208
1556200,3446
1556250,203
1556420,516
1556490,1851
1556610,286
1556650,1600
1556670,166
1556770,345
1556790,2400
1556870,373
1556920,929
1556980,460
1557040,500
1557050,206
1557180,543
1557190,206
1557200,154
1557230,213
1557240,185
1557350,610
1557410,1019
1557420,1161
1557430,167
1557480,3102
1557510,477
1557580,241
1557700,577
1557710,772
1557740,1798
1557760,216
1557780,219
1557860,1717
1558020,356
1558060,286
1558100,1685
1558210,814
1558360,240
1558480,183
1558490,2003
1558510,695
1558530,266
1558600,223
1558730,467
1558750,274
1558840,460
1558930,346
1558990,1796
1559060,1013
1559100,192
1559160,204
1559180,713
1559300,1269
1559330,125
1559370,121
1559390,3988
1559430,763
1559460,238
1559500,743
1559570,547
1559580,208
1559660,125
1559680,968
1559700,237
1559760,573
1559920,126
1559960,127
1559990,538
1560010,178
1560060,4326
1560200,269
1560250,775
1560330,572
1560450,1116
1560590,340
1560640,212
1560770,2065
1560790,372
1560850,220
1560970,2196
1561060,186
1561350,173
1561380,403
1561400,788
1561430,139
1561520,629
1561530,278
1561610,172
1561660,474
1561670,1352
1561800,592
1561870,303
1561880,506
1561890,378
1561920,160
1561980,440
15620,3157
1562230,1100
1562260,4244
1562420,1691
1562430,273
1562550,770
1562700,398
1562740,1491
1562800,178
1562870,446
1562880,191
1562920,599
1562930,417
1562940,7563
1562970,242
1563010,160
1563030,125
1563070,821
1563130,1314
1563160,215
1563170,148
1563180,1123
1563320,216
1563360,167
1563530,194
1563550,411
1563680,330
1563700,249
1563720,2131
1563730,473
1563770,5125
1563780,232
1563800,942
1563820,370
1563830,337
1563840,13031
1563850,1196
1563860,392
1563900,349
1563950,706
1563960,153
1563970,1172
1564010,659
1564090,225
1564100,150
1564110,202
1564140,171
1564150,279
1564220,1390
1564230,426
1564240,845
1564280,419
1564340,1081
1564400,1844
1564450,218
1564550,946
1564560,508
1564580,551
1564630,3800
1564700,315
1564710,2314
1564760,211
1564850,122
1564920,176
1564930,171
1564950,349
1564980,719
1565060,5327
1565080,24602
1565090,1039
1565200,221
1565220,5312
1565450,1102
1565480,521
1565500,173
1565580,374
1565630,973
1565650,475
1565660,932
1565670,1959
1565680,195
1565710,559
1565720,219
1565760,121
1565860,534
1565890,2978
1566050,384
1566060,9900
1566090,950
1566220,924
1566230,272
1566250,360
1566340,166
1566350,1021
1566360,208
1566390,1835
1566410,1285
1566540,443
1566550,283
1566580,215
1566620,199
1566740,150
1566810,1505
1566820,944
1566830,416
1566840,292
1566990,195
1567020,705
1567050,441
1567060,121
1567080,8510
1567200,2430
1567270,228
1567310,809
1567400,336
1567440,370
1567460,524
1567480,546
1567490,1198
1567520,414
1567680,492
1567720,966
1567800,5569
1567840,599
1567860,19263
1567930,136
1567980,461
1568040,609
1568050,3102
1568070,917
1568130,531
1568180,181
1568190,2309
1568210,206
1568240,375
1568260,335
1568310,1429
1568330,870
1568480,538
1568580,221
1568620,1786
1568650,2299
1568720,3198
1568920,274
1568940,1854
1568960,203
1569040,43590
1569090,2141
1569150,1162
1569170,231
1569180,950
1569200,1169
1569220,476
1569380,162
1569470,458
1569520,5286
1569550,482
1569590,14262
1569650,5738
1569670,247
1569930,1793
15700,918
1570010,517
1570020,1372
1570050,226
1570070,942
1570130,4644
1570160,170
1570290,241
1570320,143
1570330,807
1570500,394
1570510,2839
1570620,407
1570680,507
1570750,1442
1570760,3584
1570830,744
1570850,281
1570990,1337
15710,2014
1571000,1677
1571070,603
1571090,170
1571140,2838
1571160,1683
1571170,1224
1571210,408
1571220,853
1571340,1569
1571360,1234
1571440,1332
1571460,825
1571480,358
1571540,196
1571600,503
1571660,448
1571890,699
1571910,685
1571940,1261
1571960,1246
1572040,236
1572080,215
1572120,321
1572150,274
1572190,3474
1572220,541
1572270,691
1572330,521
1572340,474
1572420,741
1572440,1368
1572450,19644
1572470,485
1572800,245
1572810,1188
1572830,880
1572970,340
1572990,3382
1573060,22391
1573090,401
1573220,508
1573250,799
1573280,962
1573300,352
1573330,358
1573350,714
1573390,607
1573420,175
1573430,437
1573540,232
1573580,301
1573620,494
1573630,381
1573700,2380
1573720,817
1573730,578
1573750,139
15740,1093
1574000,8644
1574200,122
1574240,696
1574250,454
1574270,894
1574330,286
1574370,220
1574390,1223
1574450,303
1574470,700
1574530,287
1574540,159
1574580,596
1574610,353
1574620,129
1574740,128
1574750,634
1574800,20632
1574850,484
1574900,2411
1574910,661
15750,1227
1575030,223
1575040,569
1575100,772
1575230,520
1575290,330
1575300,284
1575430,268
1575450,827
1575470,2647
1575520,479
1575540,916
1575580,278
1575590,170
1575640,1227
1575650,514
1575670,574
1575690,191
1575710,3741
1575730,126
1575750,360
1575860,154
1575870,740
1575900,1118
1575920,464
1575950,943
1576000,967
1576020,552
1576050,222
1576060,4826
1576130,307
1576150,521
1576230,332
1576240,432
1576350,421
1576370,861
1576470,777
1576480,708
1576490,454
1576500,299
1576550,405
1576570,140
1576590,180
1576600,146
1576720,874
1576740,502
1576830,1722
1576850,223
1576900,183
1576970,2700
1577120,1162
1577140,1073
1577160,605
1577190,137
1577240,177
1577250,582
1577260,359
1577280,139
1577320,162
1577470,646
1577530,182
1577570,275
1577620,1084
1577660,540
1577690,990
1577750,295
1577880,1882
1577910,231
1577940,922
1577990,148
1578060,185
1578070,357
1578100,236
1578110,557
1578160,875
1578190,521
1578250,428
1578270,768
1578330,164
1578390,9008
1578410,532
1578430,242
1578500,395
1578570,144
1578650,677
1578660,247
1578700,157
1578760,721
1578860,372
1578880,667
1578890,422
1578950,1555
1578960,2198
1579000,279
1579010,160
1579020,968
1579100,10628
1579190,268
1579200,969
1579260,2654
1579300,410
1579320,802
1579380,816
1579530,565
1579680,229
1579690,279
1579720,239
1579730,1474
1579780,823
1579850,1102
1579920,543
15800,732
1580010,122
1580150,361
1580210,541
1580240,5896
1580260,246
1580300,444
1580330,950
1580340,171
1580380,1598
1580440,441
1580460,302
1580480,1643
1580520,2973
1580560,459
1580570,138
1580600,172
1580750,301
1580780,3173
1580790,2813
1580800,6728
1581040,579
1581080,225
1581170,1259
1581180,455
1581200,1048
1581240,1265
1581250,302
1581280,620
1581380,342
1581420,1265
1581500,1021
1581580,625
1581670,1240
1581720,166
1581750,377
1581770,3491
1581800,3192
1581820,302
1581830,249
1581860,367
1581880,426
1581890,366
1582090,385
1582180,1525
1582200,458
1582260,2127
1582290,192
1582410,1407
1582500,2010
1582510,1887
1582680,248
1582730,194
1582790,791
1582890,456
1582950,175
1582990,572
1583070,334
1583080,171
1583140,228
1583170,933
1583180,309
1583230,967
1583320,4339
1583390,1946
1583450,157
1583500,1483
1583570,308
1583650,301
1583660,134
1583690,146
1583730,186
1583830,290
1583840,292
1583910,186
1583960,138
1584090,2858
1584190,176
1584330,440
1584360,292
1584420,561
1584440,229
1584450,159
1584530,204
1584540,214
1584560,13095
1584690,587
1584720,1485
1584750,349
1584820,334
1584830,15725
1584840,369
1584860,306
1584900,1875
1585020,2270
1585050,948
1585120,233
1585130,3161
1585220,378
1585230,248
1585250,569
1585400,2480
1585440,562
1585530,509
1585540,783
1585570,574
1585640,777
1585650,3597
1585680,162
1585700,72191
1585830,467
1585910,2192
1586050,335
1586090,133
1586120,191
1586150,435
1586230,845
1586240,1596
1586270,605
1586290,298
1586300,247
1586330,314
1586350,417
1586370,246
1586530,216
1586620,150
1586660,281
1586700,535
1586750,583
1586800,373
1586820,341
1586840,382
1586880,493
1586960,690
1587020,156
1587090,555
1587130,948
1587190,270
1587240,707
1587290,146
1587490,177
1587500,603
1587530,412
1587540,660
1587560,1003
1587700,354
1587710,628
1587770,628
1587790,2161
1587810,566
1587860,460
1587940,210
1587970,124
1588010,5116
1588040,3581
1588120,278
1588130,201
1588140,728
1588160,7921
1588250,861
1588340,1513
1588380,992
1588410,1827
1588500,756
1588510,480
1588530,3649
1588590,289
1588600,1054
1588610,432
1588620,131
1588650,711
1588700,2523
1588760,567
1588870,257
1588910,1105
1588940,2766
1589010,985
1589020,491
1589040,482
1589070,184
1589080,358
1589290,507
1589360,343
1589380,911
1589440,292
1589460,344
1589520,488
1589670,771
1589680,246
1589880,854
1589920,137
15900,18679
1590010,382
1590080,625
1590130,167
1590160,528
1590190,1314
1590270,184
1590330,366
1590600,2549
1590640,185
1590660,801
1590700,465
1590730,1411
1590750,608
1590850,756
1590910,696
15910,4154
1591050,629
1591130,151
1591140,1362
1591150,193
1591290,24663
1591310,531
1591340,364
1591380,360
1591420,908
1591450,562
1591470,294
1591490,2993
1591520,1459
1591530,2668
1591540,202
1591670,184
1591690,355
1591840,1378
1591850,161
1591860,192
1591870,1489
1591900,288
15920,1070
1592020,279
1592110,2233
1592120,258
1592190,1539
1592230,318
1592290,544
1592320,516
1592340,234
1592360,407
1592370,188
1592390,249
1592420,225
1592520,3005
1592530,3223
1592540,266
1592550,273
1592600,407
1592640,320
1592650,129
1592670,472
1592680,242
1592740,5750
1592880,773
1592950,420
1592970,1130
1592980,166
1592990,155
15930,2364
1593030,214
1593040,456
1593080,568
1593170,1127
1593180,166
1593190,148
1593210,261
1593220,553
1593280,1127
1593350,71858
1593410,298
1593490,217
1593500,2803
1593660,374
1593700,342
1593760,726
1593780,666
1593790,19729
1593860,17266
1593950,474
1594010,173
1594090,239
1594120,282
1594130,961
1594290,157
1594320,10999
1594340,202
1594370,154
1594400,133
1594460,472
1594610,944
1594810,296
1594890,516
1594940,797
1594980,2721
1595000,1439
1595020,1164
1595030,861
1595050,2110
1595090,802
1595180,126
1595280,745
1595290,1569
1595300,1826
1595340,2459
1595510,1239
1595540,1766
1595600,218
1595620,172
1595640,568
1595710,874
1595770,2006
1595930,590
1595950,729
15960,811
1596030,315
1596070,752
1596110,325
1596170,504
1596240,2679
1596250,131
1596270,4942
1596310,746
1596370,532
1596440,316
1596540,553
1596580,212
1596610,220
1596640,539
1596750,483
1596820,877
1596940,314
1596980,834
15970,5612
1597040,515
1597060,778
1597070,162
1597170,1012
1597200,1015
1597240,812
1597260,413
1597270,1279
1597280,202
1597290,781
1597330,501
1597400,592
1597430,25094
1597440,352
1597550,621
1597560,679309
1597580,473
1597610,664
1597710,448
1597730,352
1597970,235
1598030,412
1598160,271
1598190,420
1598210,318
1598220,1419
1598300,645
1598370,268
1598540,2040
1598600,852
1598710,124
1598730,5162
1598810,232
1598910,246
1598920,914
1598970,135
1599000,420
1599020,601
1599150,478
1599210,510
1599250,4030
1599300,460
1599390,1100
1599470,394
1599510,1298
1599520,157
1599530,182
1599560,732
1599600,3995
1599630,422
1599660,1053
1599690,386
1599700,160
1599860,465
1599880,547
1599910,128
1599930,258
1599940,694
1600,3391
16000,711
1600090,131
1600130,393
1600180,149
1600200,1986
1600210,2370
1600240,307
1600300,183
1600350,557
1600370,647
1600450,373
1600470,192
1600500,369
1600550,134
1600670,133
1600690,197
1600700,205
1600720,163
1600780,4108
1600810,829
1600820,638
1600840,178
1600870,237
1600890,135
1600900,144
1600930,654
1600960,665
1601170,2080
1601220,121
1601280,1627
1601360,320
1601380,388
1601410,410
1601680,235
1601700,367
1601740,843
1601860,1840
1601890,524
1601950,580
1601970,1970
16020,1876
1602010,2485
1602080,1272
1602110,282
1602170,2713
1602330,264
1602350,193
1602380,313
1602390,863
1602420,474
1602490,301
1602600,285
1602700,392
1602810,123
1602880,629
1602930,651
1602980,1516
1602990,1518
16030,1475
1603200,1129
1603260,307
1603270,139
1603410,453
1603480,252
1603500,432
1603640,972
1603720,748
1603860,205
1603940,1105
1603960,688
1603980,220
16040,1505
1604000,709
1604020,481
1604030,4951
1604060,16493
1604100,680
1604110,431
1604180,123
1604210,972
1604240,327
1604280,456
1604300,1971
1604380,8933
1604390,320
1604450,451
1604540,339
1604600,821
1604640,373
1604780,2487
1604800,336
1604840,222
1605010,3492
1605130,2238
1605190,535
1605220,2592
1605240,335
1605290,22085
1605320,772
1605340,121
1605440,617
1605720,311
1605760,362
1605930,1000
16060,1296
1606030,1271
1606210,402
1606270,136
1606280,27132
1606300,298
1606340,8161
1606490,2820
1606520,2041
1606590,134
1606640,694
1606760,160
1606770,541
1606790,315
1606800,523
1606890,146
1606940,736
1606950,227
1606980,426
1607040,694
1607130,1171
1607170,488
1607200,2598
1607280,207
1607370,240
1607400,411
1607450,133
1607530,548
1607670,1082
1607770,2155
1608040,1188
1608070,2204
1608090,343
1608110,363
1608180,183
1608200,578
1608270,812
1608290,2074
1608400,926
1608450,1164
1608460,398
1608470,930
1608550,650
1608560,2728
1608660,542
1608680,1052
1608700,648
1608710,748
1608780,556
1608940,228
1608980,123
1609030,270
1609080,270
1609170,159
1609220,239
1609230,1749
1609300,389
1609310,463
1609440,171
1609570,350
1609580,436
1609690,208
1609730,739
1609780,476
1609870,3105
1610,14070
16100,1897
1610020,814
1610120,26673
1610130,214
1610140,136
1610150,417
1610230,294
1610290,561
1610310,276
1610330,425
1610370,340
1610460,4309
1610470,2437
1610500,643
1610530,407
1610560,429
1610650,195
1610670,139
1610700,2010
1610790,307
1610840,233
1610860,1299
1610890,270
1610990,324
16110,2736
1611060,320
1611140,486
1611300,784
1611350,617
1611410,4892
1611420,888
1611430,439
1611460,1932
1611490,205
1611540,402
1611580,3097
1611600,6066
1611640,460
1611760,1699
1611860,164
1611910,4478
1611930,498
1611970,196
16120,5381
1612030,123
1612100,438
1612110,192
1612140,2142
1612150,762
1612200,126
1612270,364
1612380,130
1612420,557
1612480,1406
1612520,320
1612550,476
1612620,2335
1612770,3427
1612780,1096
1612920,268
1612950,1160
1612960,269
16130,4244
1613050,318
1613080,729
1613090,398
1613150,377
1613190,1483
1613220,527
1613330,754
1613450,16045
1613470,1255
1613490,2375
1613580,575
1613630,359
1613670,270
1613680,2055
1613770,1970
1613950,1270
1613960,345
1614250,369
1614270,811
1614340,225
1614360,141
1614380,203
1614500,132
1614620,142
1614780,222
1614890,2368
1614940,622
1614960,219
1614990,327
1615060,140388
1615100,523
1615290,514
1615470,416
1615740,421
1615870,129
1615890,1133
1615920,527
1615930,996
1616030,386
1616050,1272
1616210,430
1616280,869
1616580,358
1616690,411
1616870,341
1617030,716
1617090,440
1617270,646
1617360,466
1617370,392
1617420,3938
1617430,727
1617450,675
1617480,1175
1617560,586
1617580,205
1617770,20752
1617900,2070
16180,4089
1618050,214
1618180,150
1618210,277
1618220,201
1618230,783
1618280,121
1618290,2845
1618340,166
1618380,843
1618450,157
1618510,255
1618540,1805
1618580,299
1619060,446
1619080,136
1619330,1134
1619350,707
1619540,893
1619590,879
1619790,1561
1619820,252
1619970,215
16200,6638
1620040,1906
1620110,522
1620290,1598
1620340,3836
1620380,1952
1620390,670
1620410,245
1620540,2781
1620600,281
1620640,213
1620720,161
1620750,141
1620850,215
1620860,284
1620890,398
1620920,203
1621070,3192
1621100,441
1621140,4203
1621200,420
1621310,4592
1621320,1194
1621380,361
1621420,181
1621490,323
1621560,1217
1621680,3158
1621690,4011
1621760,2203
1621920,271
1621980,310
1622010,247
1622040,169
1622060,166
1622180,529
1622360,254
1622470,163
1622510,152
1622560,543
1622610,2633
1622640,282
1622770,569
1622800,1818
1622810,6853
1622920,148
1622970,961
1623000,380
1623080,538
1623090,2260
1623210,1938
1623240,299
1623310,9736
1623380,222
1623390,692
1623420,232
1623440,320
1623530,255
1623650,417
1623700,754
1623870,131
1623880,1904
1623960,729
1624160,2853
1624210,257
1624350,1447
1624380,215
1624460,154
1624570,556
1624600,154
1624830,289
1624870,1919
1624880,873
1624890,1537
1624940,249
1624960,297
1624970,1199
1625110,173
1625130,329
1625230,135
1625330,678
1625340,1179
1625420,886
1625510,685
1625520,256
1625670,309
1625710,380
1625760,473
1625790,181
